Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_007,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.23.15.163 A. M.,Capture Start Frame,453465,Total Frames in Take,2650,Total Exported Frames,2650,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1935,Unlabeled 1935,Unlabeled 1935,Unlabeled 1936,Unlabeled 1936,Unlabeled 1936
,ID,"CAD80","CAD80","CAD80","CAD10","CAD10","CAD10"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
1514,12.616667,0.640553,0.677285,1.230125,,,
1515,12.625000,0.648239,0.679729,1.222431,,,
1516,12.633333,0.655917,0.682146,1.214542,,,
1517,12.641667,0.663518,0.684638,1.206550,,,
1518,12.650000,0.671184,0.687068,1.198494,,,
1519,12.658333,0.678779,0.689605,1.190292,,,
1520,12.666667,0.686250,0.692151,1.182020,,,
1521,12.675000,0.693987,0.694785,1.173695,,,
1522,12.683333,0.701406,0.697421,1.165282,,,
1523,12.691667,0.708837,0.699952,1.156615,,,
1524,12.700000,0.716296,0.702775,1.148118,,,
1525,12.708333,0.723781,0.705325,1.139389,,,
1526,12.716667,0.731070,0.708121,1.130642,,,
1527,12.725000,0.738507,0.710824,1.121736,,,
1528,12.733333,0.745768,0.713467,1.112742,,,
1529,12.741667,0.752954,0.716316,1.103796,,,
1530,12.750000,0.760326,0.719060,1.094641,,,
1531,12.758333,0.767382,0.721965,1.085443,,,
1532,12.766667,0.774610,0.724621,1.076188,,,
1533,12.775000,0.781668,0.727449,1.066901,,,
1534,12.783333,0.788689,0.730207,1.057568,,,
1535,12.791667,0.795750,0.732995,1.048058,,,
1536,12.800000,0.802811,0.735841,1.038595,,,
1537,12.808333,0.809634,0.738537,1.029105,,,
1538,12.816667,0.816472,0.741221,1.019557,,,
1539,12.825000,0.823202,0.744061,1.009877,,,
1540,12.833333,0.830098,0.746586,1.000220,,,
1541,12.841667,0.836746,0.749334,0.990525,,,
1542,12.850000,0.843258,0.752081,0.980780,,,
1543,12.858333,0.849972,0.754661,0.971081,,,
1544,12.866667,0.856411,0.757187,0.961258,,,
1545,12.875000,0.862819,0.759776,0.951373,,,
1546,12.883333,0.869179,0.762258,0.941540,,,
1547,12.891667,0.875437,0.764695,0.931666,,,
1548,12.900000,0.881568,0.767255,0.921806,,,
1549,12.908333,0.887752,0.769669,0.911850,,,
1550,12.916667,0.893673,0.771974,0.901990,,,
1551,12.925000,0.899751,0.774271,0.892077,,,
1552,12.933333,0.905631,0.776619,0.882116,,,
1553,12.941667,0.911402,0.778909,0.872161,,,
1554,12.950000,0.917070,0.781229,0.862270,,,
1555,12.958333,0.922770,0.783513,0.852215,,,
1556,12.966667,0.928439,0.785704,0.842144,,,
1557,12.975000,0.934005,0.787993,0.831969,,,
1558,12.983333,0.939484,0.790165,0.821845,,,
1559,12.991667,0.944834,0.792370,0.811691,,,
1560,13.000000,0.950123,0.794601,0.801504,,,
1561,13.008333,0.955288,0.796763,0.791268,,,
1562,13.016667,0.960358,0.798937,0.781072,,,
1563,13.025000,0.965395,0.801136,0.770825,,,
1564,13.033333,0.970392,0.803194,0.760613,,,
1565,13.041667,0.975294,0.805407,0.750325,,,
1566,13.050000,0.980099,0.807544,0.740071,,,
1567,13.058333,0.984754,0.809658,0.729726,,,
1568,13.066667,0.989367,0.811783,0.719384,,,
1569,13.075000,0.993853,0.813899,0.708967,,,
1570,13.083333,0.998334,0.816013,0.698563,,,
1571,13.091667,1.002747,0.818174,0.688133,,,
1572,13.100000,1.006983,0.820316,0.677641,,,
1573,13.108333,1.011208,0.822544,0.666984,,,
1574,13.116667,1.015367,0.824740,0.656335,,,
1575,13.125000,1.019488,0.826974,0.645622,,,
1576,13.133333,1.023451,0.829125,0.634952,,,
1577,13.141667,1.027267,0.831375,0.624123,,,
1578,13.150000,1.031051,0.833641,0.613237,,,
1579,13.158333,1.034953,0.835862,0.602410,,,
1580,13.166667,1.038471,0.838082,0.591469,,,
1581,13.175000,1.042006,0.840368,0.580543,,,
1582,13.183333,1.045526,0.842712,0.569465,,,
1583,13.191667,1.048887,0.844982,0.558493,,,
1584,13.200000,1.052247,0.847243,0.547425,,,
1585,13.208333,1.055511,0.849643,0.536176,,,
1586,13.216667,1.058627,0.852024,0.524893,,,
1587,13.225000,1.061707,0.854423,0.513609,,,
1588,13.233333,1.064717,0.856820,0.502250,,,
1589,13.241667,1.067633,0.859187,0.490980,,,
1590,13.250000,1.070442,0.861707,0.479424,,,
1591,13.258333,1.073251,0.864248,0.467953,,,
1592,13.266667,1.075806,0.866729,0.456388,,,
1593,13.275000,1.078378,0.869248,0.444770,,,
1594,13.283333,1.080923,0.871759,0.433175,,,
1595,13.291667,1.083231,0.874344,0.421488,,,
1596,13.300000,1.085575,0.876962,0.409700,,,
1597,13.308333,1.087781,0.879591,0.397825,,,
1598,13.316667,1.090023,0.882190,0.386010,,,
1599,13.325000,1.092000,0.884826,0.374135,,,
1600,13.333333,1.094045,0.887583,0.362110,,,
1601,13.341667,1.095935,0.890300,0.350044,,,
1602,13.350000,1.097685,0.893038,0.337991,,,
1603,13.358333,1.099508,0.895767,0.325871,,,
1604,13.366667,1.101220,0.898558,0.313671,,,
1605,13.375000,1.102783,0.901343,0.301443,,,
1606,13.383333,1.104304,0.904236,0.289225,,,
1607,13.391667,1.105797,0.907112,0.276840,,,
1608,13.400000,1.107067,0.909959,0.264532,,,
1609,13.408333,1.108343,0.912782,0.252180,,,
1610,13.416667,1.109536,0.915704,0.239827,,,
1611,13.425000,1.110757,0.918624,0.227354,,,
1612,13.433333,1.111809,0.921615,0.214877,,,
1613,13.441667,1.112703,0.924675,0.202479,,,
1614,13.450000,1.113433,0.927670,0.190023,,,
1615,13.458333,1.114397,0.930601,0.177455,,,
1616,13.466667,1.115054,0.933668,0.164863,,,
1617,13.475000,1.115605,0.936667,0.152308,,,
1618,13.483333,1.116102,0.940041,0.139510,,,
1619,13.491667,1.116658,0.942820,0.126931,,,
1620,13.500000,1.117023,0.945989,0.114265,,,
1621,13.508333,1.117278,0.949128,0.101592,,,
1622,13.516667,1.117625,0.952267,0.088812,,,
1623,13.525000,1.117671,0.955697,0.075986,,,
1624,13.533333,1.117689,0.958661,0.063355,,,
1625,13.541667,1.117635,0.962056,0.050464,,,
1626,13.550000,1.117612,0.965046,0.037776,,,
1627,13.558333,1.117377,0.968425,0.024931,,,
1628,13.566667,1.116989,0.971376,0.012274,,,
1629,13.575000,1.116726,0.974571,-0.000690,,,
1630,13.583333,1.116179,0.978046,-0.013557,,,
1631,13.591667,1.115684,0.980990,-0.026215,,,
1632,13.600000,1.115168,0.984422,-0.039284,,,
1633,13.608333,1.114400,0.987439,-0.051968,,,
1634,13.616667,1.113633,0.990783,-0.064876,,,
1635,13.625000,1.112915,0.993778,-0.077733,,,
1636,13.633333,1.111904,0.997144,-0.090713,,,
1637,13.641667,1.110913,1.000113,-0.103419,,,
1638,13.650000,1.109856,1.003482,-0.116521,,,
1639,13.658333,1.108666,1.006692,-0.129332,,,
1640,13.666667,1.107397,1.009829,-0.142232,,,
1641,13.675000,1.106098,1.012925,-0.155231,,,
1642,13.683333,1.104588,1.016306,-0.168359,,,
1643,13.691667,1.103213,1.019322,-0.181123,,,
1644,13.700000,1.101645,1.022500,-0.194064,,,
1645,13.708333,1.099871,1.025860,-0.207091,,,
1646,13.716667,1.098219,1.029037,-0.220041,,,
1647,13.725000,1.096364,1.032170,-0.232825,,,
1648,13.733333,1.094491,1.035353,-0.245656,,,
1649,13.741667,1.092725,1.038286,-0.258339,,,
1650,13.750000,1.090492,1.041637,-0.271290,,,
1651,13.758333,1.088369,1.044804,-0.284172,,,
1652,13.766667,1.086214,1.047906,-0.297054,,,
1653,13.775000,1.083954,1.051088,-0.309710,,,
1654,13.783333,1.081714,1.054225,-0.322616,,,
1655,13.791667,1.079367,1.057330,-0.335191,,,
1656,13.800000,1.076776,1.060362,-0.347897,,,
1657,13.808333,1.074399,1.063264,-0.360512,,,
1658,13.816667,1.071612,1.066498,-0.373344,,,
1659,13.825000,1.068911,1.069470,-0.385976,,,
1660,13.833333,1.066164,1.072446,-0.398535,,,
1661,13.841667,1.063333,1.075412,-0.410980,,,
1662,13.850000,1.060411,1.078312,-0.423469,,,
1663,13.858333,1.057493,1.081157,-0.436027,,,
1664,13.866667,1.054394,1.084012,-0.448341,,,
1665,13.875000,1.051365,1.086815,-0.460653,,,
1666,13.883333,1.048292,1.089606,-0.472864,,,
1667,13.891667,1.044997,1.092303,-0.485149,,,
1668,13.900000,1.041868,1.095024,-0.497278,,,
1669,13.908333,1.038550,1.097783,-0.509438,,,
1670,13.916667,1.035167,1.100491,-0.521590,,,
1671,13.925000,1.031771,1.103228,-0.533628,,,
1672,13.933333,1.028422,1.105866,-0.545532,,,
1673,13.941667,1.024906,1.108437,-0.557407,,,
1674,13.950000,1.021305,1.111067,-0.569314,,,
1675,13.958333,1.017609,1.113629,-0.581187,,,
1676,13.966667,1.013905,1.116178,-0.592889,,,
1677,13.975000,1.010110,1.118777,-0.604506,,,
1678,13.983333,1.006401,1.121242,-0.616089,,,
1679,13.991667,1.002562,1.123782,-0.627596,,,
1680,14.000000,0.998564,1.126271,-0.639120,,,
1681,14.008333,0.994617,1.128866,-0.650546,,,
1682,14.016667,0.990613,1.131398,-0.661835,,,
1683,14.025000,0.986655,1.133967,-0.673078,,,
1684,14.033333,0.982589,1.136473,-0.684324,,,
1685,14.041667,0.978364,1.139080,-0.695456,,,
1686,14.050000,0.974146,1.141698,-0.706555,,,
1687,14.058333,0.969916,1.144262,-0.717522,,,
1688,14.066667,0.965508,1.146912,-0.728503,,,
1689,14.075000,0.961128,1.149485,-0.739422,,,
1690,14.083333,0.956541,1.152176,-0.750309,,,
1691,14.091667,0.952052,1.154766,-0.761128,,,
1692,14.100000,0.947435,1.157411,-0.771914,,,
1693,14.108333,0.942701,1.160060,-0.782693,,,
1694,14.116667,0.938042,1.162799,-0.793231,,,
1695,14.125000,0.933237,1.165418,-0.803818,,,
1696,14.133333,0.928335,1.168115,-0.814388,,,
1697,14.141667,0.923328,1.170724,-0.824896,,,
1698,14.150000,0.918344,1.173381,-0.835336,,,
1699,14.158333,0.913249,1.176083,-0.845679,,,
1700,14.166667,0.908176,1.178750,-0.855944,,,
1701,14.175000,0.902926,1.181371,-0.866178,,,
1702,14.183333,0.897649,1.184003,-0.876381,,,
1703,14.191667,0.892091,1.186610,-0.886528,,,
1704,14.200000,0.886607,1.189175,-0.896566,,,
1705,14.208333,0.881190,1.191754,-0.906577,,,
1706,14.216667,0.875572,1.194347,-0.916575,,,
1707,14.225000,0.869931,1.196881,-0.926448,,,
1708,14.233333,0.864094,1.199297,-0.936253,,,
1709,14.241667,0.858440,1.201812,-0.945890,,,
1710,14.250000,0.852466,1.204220,-0.955715,,,
1711,14.258333,0.846561,1.206605,-0.965446,,,
1712,14.266667,0.840565,1.208970,-0.974896,,,
1713,14.275000,0.834406,1.211186,-0.984406,,,
1714,14.283333,0.828285,1.213470,-0.993895,,,
1715,14.291667,0.822027,1.215665,-1.003275,,,
1716,14.300000,0.815727,1.217729,-1.012466,,,
1717,14.308333,0.809335,1.219710,-1.021644,,,
1718,14.316667,0.802968,1.221742,-1.030848,,,
1719,14.325000,0.796411,1.223699,-1.039844,,,
1720,14.333333,0.789875,1.225585,-1.048772,,,
1721,14.341667,0.783175,1.227448,-1.057604,,,
1722,14.350000,0.776487,1.229287,-1.066460,,,
1723,14.358333,0.769800,1.231085,-1.075180,,,
1724,14.366667,0.762867,1.232852,-1.083746,,,
1725,14.375000,0.755887,1.234516,-1.092302,,,
1726,14.383333,0.748908,1.236209,-1.100812,,,
1727,14.391667,0.741951,1.237902,-1.109210,,,
1728,14.400000,0.734791,1.239570,-1.117433,,,
1729,14.408333,0.727559,1.241156,-1.125601,,,
1730,14.416667,0.720293,1.242754,-1.133664,,,
1731,14.425000,0.712987,1.244375,-1.141730,,,
1732,14.433333,0.705617,1.245974,-1.149661,,,
1733,14.441667,0.698164,1.247515,-1.157473,,,
1734,14.450000,0.690567,1.249047,-1.165247,,,
1735,14.458333,0.682966,1.250632,-1.172910,,,
1736,14.466667,0.675358,1.252212,-1.180469,,,
1737,14.475000,0.667653,1.253788,-1.187946,,,
1738,14.483333,0.659834,1.255433,-1.195334,,,
1739,14.491667,0.652049,1.257067,-1.202611,,,
1740,14.500000,0.644120,1.258669,-1.209838,,,
1741,14.508333,0.636173,1.260296,-1.216913,,,
1742,14.516667,0.628186,1.261988,-1.223950,,,
1743,14.525000,0.620091,1.263635,-1.230911,,,
1744,14.533333,0.611997,1.265320,-1.237766,,,
1745,14.541667,0.603770,1.267025,-1.244457,,,
1746,14.550000,0.595482,1.268628,-1.251193,,,
1747,14.558333,0.587150,1.270342,-1.257746,,,
1748,14.566667,0.578879,1.272045,-1.264246,,,
1749,14.575000,0.570504,1.273688,-1.270591,,,
1750,14.583333,0.562040,1.275304,-1.276902,,,
1751,14.591667,0.553536,1.277020,-1.283113,,,
1752,14.600000,0.544958,1.278688,-1.289260,,,
1753,14.608333,0.536495,1.280331,-1.295246,,,
1754,14.616667,0.527871,1.281946,-1.301128,,,
1755,14.625000,0.519165,1.283512,-1.307007,,,
1756,14.633333,0.510461,1.285124,-1.312863,,,
1757,14.641667,0.501748,1.286700,-1.318535,,,
1758,14.650000,0.492831,1.288129,-1.324043,,,
1759,14.658333,0.483939,1.289670,-1.329676,,,
1760,14.666667,0.475089,1.291090,-1.335153,,,
1761,14.675000,0.466127,1.292448,-1.340398,,,
1762,14.683333,0.457173,1.293766,-1.345690,,,
1763,14.691667,0.448275,1.295151,-1.350889,,,
1764,14.700000,0.439104,1.296318,-1.355887,,,
1765,14.708333,0.430108,1.297481,-1.360953,,,
1766,14.716667,0.421174,1.298662,-1.365749,,,
1767,14.725000,0.412009,1.299649,-1.370510,,,
1768,14.733333,0.402887,1.300740,-1.375283,,,
1769,14.741667,0.393780,1.301732,-1.379903,,,
1770,14.750000,0.384460,1.302547,-1.384472,,,
1771,14.758333,0.375254,1.303488,-1.389051,,,
1772,14.766667,0.366144,1.304328,-1.393381,,,
1773,14.775000,0.356720,1.305094,-1.397644,,,
1774,14.783333,0.347469,1.305851,-1.401976,,,
1775,14.791667,0.338282,1.306471,-1.406069,,,
1776,14.800000,0.328768,1.307069,-1.410091,,,
1777,14.808333,0.319517,1.307688,-1.414090,,,
1778,14.816667,0.310177,1.308188,-1.417864,,,
1779,14.825000,0.300842,1.308669,-1.421559,,,
1780,14.833333,0.291461,1.309159,-1.425324,,,
1781,14.841667,0.282241,1.309557,-1.428823,,,
1782,14.850000,0.272851,1.309899,-1.432231,,,
1783,14.858333,0.263585,1.310340,-1.435710,,,
1784,14.866667,0.254342,1.310693,-1.438978,,,
1785,14.875000,0.245117,1.310995,-1.442046,,,
1786,14.883333,0.235765,1.311366,-1.445178,,,
1787,14.891667,0.226563,1.311780,-1.448308,,,
1788,14.900000,0.217309,1.312123,-1.451227,,,
1789,14.908333,0.208096,1.312415,-1.454054,,,
1790,14.916667,0.198879,1.312813,-1.456784,,,
1791,14.925000,0.189793,1.313194,-1.459458,,,
1792,14.933333,0.180627,1.313527,-1.461990,,,
1793,14.941667,0.171359,1.313843,-1.464425,,,
1794,14.950000,0.162256,1.314254,-1.466776,,,
1795,14.958333,0.153289,1.314680,-1.468962,,,
1796,14.966667,0.144098,1.315027,-1.471061,,,
1797,14.975000,0.135055,1.315437,-1.473059,,,
1798,14.983333,0.126023,1.315879,-1.475022,,,
1799,14.991667,0.116985,1.316328,-1.476835,,,
1800,15.000000,0.107985,1.316746,-1.478442,,,
1801,15.008333,0.099001,1.317254,-1.480095,,,
1802,15.016667,0.090095,1.317788,-1.481699,,,
1803,15.025000,0.081145,1.318324,-1.483186,,,
1804,15.033333,0.072263,1.318827,-1.484542,,,
1805,15.041667,0.063375,1.319360,-1.485767,,,
1806,15.050000,0.054464,1.319915,-1.486965,,,
1807,15.058333,0.045709,1.320530,-1.487998,,,
1808,15.066667,0.036915,1.321072,-1.488863,,,
1809,15.075000,0.028112,1.321588,-1.489620,,,
1810,15.083333,0.019294,1.322117,-1.490440,,,
1811,15.091667,0.010618,1.322527,-1.490972,,,
1812,15.100000,0.001763,1.322967,-1.491472,,,
1813,15.108333,-0.006946,1.323378,-1.491993,,,
1814,15.116667,-0.015661,1.323734,-1.492272,,,
1815,15.125000,-0.024532,1.324019,-1.492556,,,
1816,15.133333,-0.033240,1.324306,-1.492794,,,
1817,15.141667,-0.041786,1.324584,-1.492688,,,
1818,15.150000,-0.050543,1.324725,-1.492600,,,
1819,15.158333,-0.059170,1.324859,-1.492602,,,
1820,15.166667,-0.067921,1.324943,-1.492315,,,
1821,15.175000,-0.076612,1.324955,-1.491873,,,
1822,15.183333,-0.085257,1.325005,-1.491529,,,
1823,15.191667,-0.093880,1.324859,-1.490966,,,
1824,15.200000,-0.102739,1.324653,-1.490440,,,
1825,15.208333,-0.111245,1.324483,-1.489646,,,
1826,15.216667,-0.119882,1.324176,-1.488662,,,
1827,15.225000,-0.128458,1.323939,-1.487745,,,
1828,15.233333,-0.137078,1.323561,-1.486665,,,
1829,15.241667,-0.145780,1.323083,-1.485517,,,
1830,15.250000,-0.154362,1.322692,-1.484275,,,
1831,15.258333,-0.162950,1.322169,-1.482833,,,
1832,15.266667,-0.171630,1.321613,-1.481426,,,
1833,15.275000,-0.180082,1.321019,-1.479730,,,
1834,15.283333,-0.188874,1.320384,-1.478012,,,
1835,15.291667,-0.197364,1.319726,-1.476227,,,
1836,15.300000,-0.206040,1.318959,-1.474311,,,
1837,15.308333,-0.214696,1.318247,-1.472277,,,
1838,15.316667,-0.223321,1.317522,-1.470175,-0.229212,1.297100,-1.465741
1839,15.325000,-0.232075,1.316612,-1.467839,-0.236251,1.295728,-1.462549
1840,15.333333,-0.240549,1.315836,-1.465424,,,
1841,15.341667,-0.249053,1.315072,-1.462909,,,
1842,15.350000,-0.257758,1.314105,-1.460358,,,
1843,15.358333,-0.266453,1.313266,-1.457628,-0.252049,1.306741,-1.465044
1844,15.366667,-0.274805,1.312408,-1.454953,,,
1845,15.375000,,,,,,
1846,15.383333,,,,,,
1847,15.391667,,,,-0.271344,1.320045,-1.460289
1848,15.400000,-0.292021,1.304114,-1.456798,-0.278448,1.319549,-1.457697
1849,15.408333,-0.317863,1.307839,-1.438930,,,
1850,15.416667,-0.326450,1.306896,-1.435491,,,
1851,15.425000,-0.335200,1.305941,-1.431696,,,
1852,15.433333,-0.343983,1.304991,-1.427949,,,
1853,15.441667,-0.352573,1.303877,-1.424027,,,
1854,15.450000,-0.361475,1.302799,-1.419977,,,
1855,15.458333,-0.370146,1.301682,-1.415821,,,
1856,15.466667,-0.379031,1.300514,-1.411501,,,
1857,15.475000,-0.387802,1.299250,-1.407140,,,
1858,15.483333,-0.396634,1.297951,-1.402605,,,
1859,15.491667,-0.405485,1.296641,-1.397925,,,
1860,15.500000,-0.414281,1.295320,-1.393161,,,
1861,15.508333,-0.423086,1.294063,-1.388369,,,
1862,15.516667,-0.431825,1.292732,-1.383458,,,
1863,15.525000,-0.440532,1.291497,-1.378395,,,
1864,15.533333,-0.449170,1.290282,-1.373320,,,
1865,15.541667,-0.457830,1.289054,-1.368056,,,
1866,15.550000,-0.466471,1.287859,-1.362699,,,
1867,15.558333,-0.475155,1.286497,-1.357330,,,
1868,15.566667,-0.483805,1.285239,-1.351753,,,
1869,15.575000,-0.492410,1.284035,-1.346199,,,
1870,15.583333,-0.501030,1.282704,-1.340267,,,
1871,15.591667,-0.509540,1.281493,-1.334406,,,
1872,15.600000,-0.518186,1.280102,-1.328401,,,
1873,15.608333,-0.526764,1.278785,-1.322355,,,
1874,15.616667,-0.535289,1.277469,-1.316082,,,
1875,15.625000,-0.543878,1.276152,-1.309814,,,
1876,15.633333,-0.552409,1.274817,-1.303565,,,
1877,15.641667,-0.560793,1.273510,-1.296955,,,
1878,15.650000,-0.569128,1.272222,-1.290423,,,
1879,15.658333,-0.577300,1.270986,-1.283856,,,
1880,15.666667,-0.585432,1.269780,-1.277151,,,
1881,15.675000,-0.593558,1.268523,-1.270427,,,
1882,15.683333,-0.601493,1.267287,-1.263487,,,
1883,15.691667,-0.609300,1.266163,-1.256629,,,
1884,15.700000,-0.617131,1.264878,-1.249583,,,
1885,15.708333,-0.624956,1.263558,-1.242550,,,
1886,15.716667,-0.632573,1.262347,-1.235408,,,
1887,15.725000,-0.640441,1.260991,-1.228135,,,
1888,15.733333,-0.647930,1.259637,-1.220831,,,
1889,15.741667,-0.655486,1.258222,-1.213413,,,
1890,15.750000,-0.662992,1.256823,-1.205924,,,
1891,15.758333,-0.670351,1.255311,-1.198324,,,
1892,15.766667,-0.677855,1.253773,-1.190697,,,
1893,15.775000,-0.685098,1.252226,-1.182913,,,
1894,15.783333,-0.692249,1.250617,-1.175236,,,
1895,15.791667,-0.699635,1.248925,-1.167313,,,
1896,15.800000,-0.706646,1.247162,-1.159476,,,
1897,15.808333,-0.713646,1.245493,-1.151427,,,
1898,15.816667,-0.720407,1.243365,-1.143373,,,
1899,15.825000,-0.727539,1.241924,-1.135509,,,
1900,15.833333,-0.734043,1.239664,-1.127036,,,
1901,15.841667,-0.741138,1.238086,-1.119130,,,
1902,15.850000,-0.747620,1.235763,-1.110682,,,
1903,15.858333,-0.754172,1.233685,-1.102472,,,
1904,15.866667,-0.760762,1.231630,-1.094058,,,
1905,15.875000,-0.767774,1.229747,-1.085984,,,
1906,15.883333,-0.773761,1.227213,-1.077223,,,
1907,15.891667,-0.780371,1.224925,-1.068665,,,
1908,15.900000,-0.786693,1.222576,-1.060232,,,
1909,15.908333,-0.793251,1.220222,-1.051542,,,
1910,15.916667,-0.799409,1.217801,-1.043016,,,
1911,15.925000,-0.805697,1.215341,-1.034229,,,
1912,15.933333,-0.811755,1.212888,-1.025749,,,
1913,15.941667,-0.817803,1.210436,-1.016990,,,
1914,15.950000,-0.823881,1.207857,-1.008267,,,
1915,15.958333,-0.829776,1.205370,-0.999640,,,
1916,15.966667,-0.835657,1.202867,-0.990909,,,
1917,15.975000,-0.841549,1.200270,-0.982123,,,
1918,15.983333,-0.847255,1.197814,-0.973504,,,
1919,15.991667,-0.853051,1.195215,-0.964658,,,
1920,16.000000,-0.858714,1.192634,-0.955929,,,
1921,16.008333,-0.864345,1.190154,-0.947248,,,
1922,16.016667,-0.869632,1.187632,-0.938426,,,
1923,16.025000,-0.874985,1.185081,-0.929750,,,
1924,16.033333,-0.880465,1.182621,-0.921004,,,
1925,16.041667,-0.885626,1.180224,-0.912187,,,
1926,16.050000,-0.890844,1.177817,-0.903484,,,
1927,16.058333,-0.896078,1.175385,-0.894782,,,
1928,16.066667,-0.900966,1.173021,-0.886191,,,
1929,16.075000,-0.905936,1.170767,-0.877577,,,
1930,16.083333,-0.910806,1.168385,-0.868943,,,
1931,16.091667,-0.915518,1.166199,-0.860241,,,
1932,16.100000,-0.920318,1.163915,-0.851733,,,
1933,16.108333,-0.924790,1.161673,-0.843336,,,
1934,16.116667,-0.929429,1.159471,-0.834925,,,
1935,16.125000,-0.933693,1.157297,-0.826573,,,
1936,16.133333,-0.938022,1.155149,-0.818253,,,
1937,16.141667,-0.942288,1.153053,-0.809915,,,
1938,16.150000,-0.946620,1.151032,-0.802030,,,
1939,16.158333,-0.950684,1.148965,-0.793911,,,
1940,16.166667,-0.954566,1.146981,-0.785786,,,
1941,16.175000,-0.958474,1.144967,-0.777688,,,
1942,16.183333,-0.962192,1.142994,-0.769869,,,
1943,16.191667,-0.965868,1.141069,-0.761912,,,
1944,16.200000,-0.969438,1.139084,-0.754007,,,
1945,16.208333,-0.972994,1.137164,-0.746187,,,
1946,16.216667,-0.976476,1.135214,-0.738547,,,
1947,16.225000,-0.979773,1.133285,-0.730896,,,
1948,16.233333,-0.982931,1.131417,-0.723334,,,
1949,16.241667,-0.986090,1.129501,-0.715836,,,
1950,16.250000,-0.989217,1.127658,-0.708426,,,
1951,16.258333,-0.992175,1.125785,-0.701181,,,
1952,16.266667,-0.994945,1.123994,-0.694081,,,
1953,16.275000,-0.997740,1.122194,-0.686976,,,
1954,16.283333,-1.000445,1.120438,-0.679976,,,
1955,16.291667,-1.003131,1.118696,-0.672968,,,
1956,16.300000,-1.005646,1.116961,-0.666147,,,
1957,16.308333,-1.008180,1.115312,-0.659414,,,
1958,16.316667,-1.010502,1.113640,-0.652693,,,
1959,16.325000,-1.012808,1.112030,-0.646021,,,
1960,16.333333,-1.014990,1.110436,-0.639465,,,
1961,16.341667,-1.017186,1.108921,-0.633071,,,
1962,16.350000,-1.019254,1.107367,-0.626722,,,
1963,16.358333,-1.021295,1.105932,-0.620532,,,
1964,16.366667,-1.022903,1.104501,-0.614153,,,
1965,16.375000,-1.024657,1.103189,-0.608174,,,
1966,16.383333,-1.026353,1.101865,-0.602310,,,
1967,16.391667,-1.028099,1.100643,-0.596525,,,
1968,16.400000,-1.029899,1.099426,-0.591184,,,
1969,16.408333,-1.031441,1.098328,-0.585639,,,
1970,16.416667,-1.032679,1.097243,-0.579848,,,
1971,16.425000,-1.034374,1.096219,-0.574890,,,
1972,16.433333,-1.035704,1.095257,-0.569677,,,
1973,16.441667,-1.036976,1.094305,-0.564513,,,
1974,16.450000,-1.038139,1.093453,-0.559453,,,
1975,16.458333,-1.039011,1.092675,-0.554157,,,
1976,16.466667,-1.040100,1.091867,-0.549314,,,
1977,16.475000,-1.041103,1.091111,-0.544616,,,
1978,16.483333,-1.042278,1.090442,-0.540265,,,
1979,16.491667,-1.042913,1.089812,-0.535410,,,
1980,16.500000,-1.043716,1.089214,-0.531029,,,
1981,16.508333,-1.044534,1.088667,-0.526755,,,
1982,16.516667,-1.045549,1.088099,-0.522985,,,
1983,16.525000,-1.045972,1.087679,-0.518707,,,
1984,16.533333,-1.046900,1.087177,-0.514948,,,
1985,16.541667,-1.047176,1.086759,-0.510859,,,
1986,16.550000,-1.047744,1.086406,-0.507068,,,
1987,16.558333,-1.048507,1.085984,-0.503659,,,
1988,16.566667,-1.048964,1.085681,-0.500131,,,
1989,16.575000,-1.049474,1.085350,-0.496665,,,
1990,16.583333,-1.049624,1.085010,-0.493417,,,
1991,16.591667,-1.049793,1.084814,-0.489883,,,
1992,16.600000,-1.050332,1.084563,-0.486962,,,
1993,16.608333,-1.050657,1.084365,-0.483850,,,
1994,16.616667,-1.050599,1.084149,-0.480700,,,
1995,16.625000,-1.050876,1.084012,-0.477752,,,
1996,16.633333,-1.051469,1.083824,-0.475291,,,
1997,16.641667,-1.051640,1.083631,-0.472584,,,
1998,16.650000,-1.051565,1.083565,-0.469717,,,
1999,16.658333,-1.051979,1.083420,-0.467463,,,
2000,16.666667,-1.052020,1.083416,-0.465159,,,
2001,16.675000,-1.052214,1.083379,-0.462693,,,
2002,16.683333,-1.052221,1.083322,-0.460529,,,
2003,16.691667,-1.052190,1.083395,-0.458122,,,
2004,16.700000,-1.052278,1.083307,-0.455910,,,
2005,16.708333,-1.052417,1.083287,-0.453893,,,
2006,16.716667,-1.052679,1.083279,-0.452331,,,
2007,16.725000,-1.052803,1.083338,-0.450466,,,
2008,16.733333,-1.052719,1.083444,-0.448776,,,
2009,16.741667,-1.052665,1.083583,-0.446705,,,
2010,16.750000,-1.052923,1.083561,-0.445466,,,
2011,16.758333,-1.053055,1.083606,-0.443913,,,
2012,16.766667,-1.052905,1.083819,-0.442191,,,
2013,16.775000,-1.053246,1.083854,-0.441194,,,
2014,16.783333,-1.053239,1.083899,-0.439829,,,
