Format Version,1.23,Take Name,Take 2023-09-07 07.27.12 AM_002,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-09-07 08.02.27.024 A. M.,Capture Start Frame,303690,Total Frames in Take,2658,Total Exported Frames,2658,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1887,Unlabeled 1887,Unlabeled 1887
,ID,"C9AF0","C9AF0","C9AF0"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
1703,14.191667,0.370901,0.578423,-0.915607
1704,14.200000,0.362175,0.576460,-0.919002
1705,14.208333,0.353733,0.574424,-0.922173
1706,14.216667,0.345110,0.572382,-0.925331
1707,14.225000,0.336287,0.570498,-0.928410
1708,14.233333,0.327737,0.568520,-0.931354
1709,14.241667,0.318943,0.566681,-0.934490
1710,14.250000,0.310252,0.564988,-0.937527
1711,14.258333,0.301598,0.563209,-0.940186
1712,14.266667,0.292799,0.561410,-0.942982
1713,14.275000,0.284083,0.559560,-0.945737
1714,14.283333,0.275464,0.557741,-0.948482
1715,14.291667,0.266650,0.556124,-0.951181
1716,14.300000,0.258303,0.554517,-0.953725
1717,14.308333,0.249585,0.552848,-0.956209
1718,14.316667,0.240900,0.551096,-0.958728
1719,14.325000,0.232283,0.549478,-0.961114
1720,14.333333,0.223520,0.547854,-0.963684
1721,14.341667,0.215081,0.546365,-0.965976
1722,14.350000,0.206473,0.544783,-0.968162
1723,14.358333,0.198009,0.543293,-0.970309
1724,14.366667,0.189390,0.541637,-0.972512
1725,14.375000,0.181024,0.540099,-0.974646
1726,14.383333,0.172415,0.538591,-0.976700
1727,14.391667,0.164241,0.537184,-0.978619
1728,14.400000,0.155710,0.535639,-0.980550
1729,14.408333,0.147357,0.534227,-0.982305
1730,14.416667,0.139326,0.532868,-0.983640
1731,14.425000,0.130693,0.531192,-0.985895
1732,14.433333,0.122703,0.529777,-0.987015
1733,14.441667,0.114088,0.528298,-0.989222
1734,14.450000,0.105873,0.526937,-0.990820
1735,14.458333,0.097818,0.525490,-0.992339
1736,14.466667,0.089482,0.524231,-0.993279
1737,14.475000,0.081329,0.522816,-0.994577
1738,14.483333,0.072867,0.521328,-0.996455
1739,14.491667,0.064873,0.520383,-0.997307
1740,14.500000,0.056879,0.519077,-0.998542
1741,14.508333,0.048937,0.517831,-0.999674
1742,14.516667,0.040719,0.516533,-1.000881
1743,14.525000,0.032475,0.515246,-1.002263
1744,14.533333,0.024736,0.514568,-1.002693
1745,14.541667,0.016452,0.513188,-1.004189
1746,14.550000,0.008247,0.512241,-1.005080
1747,14.558333,0.000457,0.511498,-1.005381
1748,14.566667,-0.007703,0.510491,-1.006619
1749,14.575000,-0.015356,0.510086,-1.006649
1750,14.583333,-0.023492,0.509188,-1.007424
1751,14.591667,-0.031774,0.508446,-1.008448
1752,14.600000,-0.039762,0.508317,-1.008231
1753,14.608333,-0.047613,0.507688,-1.008787
1754,14.616667,-0.055882,0.507086,-1.009797
1755,14.625000,-0.063926,0.506872,-1.010035
1756,14.633333,-0.071736,0.506703,-1.009907
1757,14.641667,-0.079600,0.506711,-1.010006
1758,14.650000,-0.087604,0.506837,-1.010032
1759,14.658333,-0.095559,0.506763,-1.010178
1760,14.666667,-0.103577,0.506974,-1.010162
1761,14.675000,-0.111634,0.507168,-1.009955
1762,14.683333,-0.119708,0.507442,-1.009714
1763,14.691667,-0.127810,0.507881,-1.009362
1764,14.700000,-0.135826,0.508319,-1.008911
1765,14.708333,-0.144197,0.508853,-1.008460
1766,14.716667,-0.152232,0.509329,-1.008186
1767,14.725000,-0.160200,0.509990,-1.007534
1768,14.733333,-0.168318,0.510710,-1.006804
1769,14.741667,-0.176303,0.511642,-1.005933
1770,14.750000,-0.184422,0.512255,-1.005042
1771,14.758333,-0.192637,0.513230,-1.004029
1772,14.766667,-0.200653,0.514021,-1.003207
1773,14.775000,-0.208972,0.515076,-1.002037
1774,14.783333,-0.217035,0.516088,-1.000781
1775,14.791667,-0.225336,0.517245,-0.999286
1776,14.800000,-0.233125,0.518368,-0.998003
1777,14.808333,-0.241187,0.519378,-0.996406
1778,14.816667,-0.249255,0.520711,-0.994646
1779,14.825000,-0.257497,0.522151,-0.992855
1780,14.833333,-0.265597,0.523295,-0.991086
1781,14.841667,-0.273679,0.524626,-0.989187
1782,14.850000,-0.281868,0.526077,-0.987212
1783,14.858333,-0.289977,0.527599,-0.985117
1784,14.866667,-0.298092,0.529192,-0.982880
1785,14.875000,-0.305919,0.530506,-0.980593
1786,14.883333,-0.314176,0.532290,-0.978009
1787,14.891667,-0.322107,0.533935,-0.975500
1788,14.900000,-0.330273,0.535566,-0.972773
1789,14.908333,-0.338282,0.537386,-0.969984
1790,14.916667,-0.346205,0.539309,-0.967121
1791,14.925000,-0.354483,0.541253,-0.964099
1792,14.933333,-0.362163,0.543185,-0.961089
1793,14.941667,-0.370100,0.545193,-0.957986
1794,14.950000,-0.377972,0.547186,-0.954681
1795,14.958333,-0.385999,0.549457,-0.951173
1796,14.966667,-0.393740,0.551619,-0.947940
1797,14.975000,-0.401725,0.554065,-0.944215
1798,14.983333,-0.409373,0.556247,-0.940632
1799,14.991667,-0.417156,0.558595,-0.936896
1800,15.000000,-0.424862,0.561171,-0.933021
1801,15.008333,-0.432516,0.563582,-0.929147
1802,15.016667,-0.440298,0.566216,-0.924998
1803,15.025000,-0.447946,0.568826,-0.920941
1804,15.033333,-0.455620,0.571565,-0.916738
1805,15.041667,-0.463260,0.574428,-0.912421
1806,15.050000,-0.470897,0.577097,-0.908148
1807,15.058333,-0.478601,0.580021,-0.903626
1808,15.066667,-0.486105,0.582892,-0.899090
1809,15.075000,-0.493595,0.585782,-0.894672
1810,15.083333,-0.501203,0.589070,-0.889663
1811,15.091667,-0.508723,0.592207,-0.885040
1812,15.100000,-0.515999,0.595309,-0.880341
1813,15.108333,-0.523592,0.598738,-0.875223
1814,15.116667,-0.530808,0.602155,-0.870290
1815,15.125000,-0.537589,0.606067,-0.867777
1816,15.133333,-0.545494,0.609013,-0.860124
1817,15.141667,-0.552737,0.612547,-0.854988
1818,15.150000,-0.559870,0.616134,-0.849631
1819,15.158333,-0.566525,0.620242,-0.846797
1820,15.166667,-0.574263,0.623399,-0.838810
1821,15.175000,-0.581291,0.627155,-0.833464
1822,15.183333,-0.588396,0.630940,-0.827947
1823,15.191667,-0.596030,0.635125,-0.823705
1824,15.200000,-0.602438,0.638648,-0.816775
1825,15.208333,-0.609455,0.642520,-0.811129
1826,15.216667,-0.616464,0.646368,-0.805460
1827,15.225000,-0.623822,0.650680,-0.801066
1828,15.233333,-0.629545,0.654668,-0.796336
1829,15.241667,-0.636701,0.658145,-0.787927
1830,15.250000,-0.645170,0.662013,-0.783767
1831,15.258333,-0.650145,0.666002,-0.776120
1832,15.266667,-0.656402,0.670346,-0.772829
1833,15.275000,-0.662912,0.674478,-0.766739
1834,15.283333,-0.669270,0.678413,-0.760833
1835,15.291667,-0.675771,0.682340,-0.754549
1836,15.300000,-0.682646,0.685728,-0.745697
1837,15.308333,-0.688493,0.690130,-0.742512
1838,15.316667,-0.695725,0.694235,-0.735207
1839,15.325000,-0.700841,0.697662,-0.730057
1840,15.333333,-0.707061,0.701478,-0.723813
1841,15.341667,-0.713095,0.705256,-0.717740
1842,15.350000,-0.718851,0.709065,-0.711738
1843,15.358333,-0.724782,0.712755,-0.705264
1844,15.366667,-0.730576,0.716533,-0.699189
1845,15.375000,-0.736257,0.720167,-0.692933
1846,15.383333,-0.741842,0.722289,-0.683639
1847,15.391667,-0.747615,0.727265,-0.680389
1848,15.400000,-0.753094,0.729333,-0.670763
1849,15.408333,-0.758325,0.732579,-0.664671
1850,15.416667,-0.763967,0.736547,-0.658310
1851,15.425000,-0.768343,0.739340,-0.652315
1852,15.433333,-0.773664,0.742903,-0.646068
1853,15.441667,-0.779582,0.746709,-0.639302
1854,15.450000,-0.785093,0.751387,-0.636100
1855,15.458333,-0.789865,0.753652,-0.626528
1856,15.466667,-0.794554,0.757622,-0.622935
1857,15.475000,-0.799399,0.760924,-0.616833
1858,15.483333,-0.804164,0.764278,-0.610577
1859,15.491667,-0.809559,0.768623,-0.602688
1860,15.500000,-0.813856,0.771548,-0.596377
1861,15.508333,-0.817657,0.774282,-0.591834
1862,15.516667,-0.821565,0.776585,-0.583277
1863,15.525000,-0.826801,0.781524,-0.579835
1864,15.533333,-0.831312,0.785461,-0.571723
1865,15.541667,-0.835489,0.788819,-0.565645
1866,15.550000,-0.839135,0.790893,-0.560390
1867,15.558333,-0.843181,0.794964,-0.555597
1868,15.566667,-0.846868,0.797496,-0.548085
1869,15.575000,-0.850895,0.800812,-0.542280
1870,15.583333,-0.854587,0.804104,-0.536502
1871,15.591667,-0.858226,0.807357,-0.530588
1872,15.600000,-0.861797,0.810615,-0.524675
1873,15.608333,-0.865611,0.814635,-0.520084
1874,15.616667,-0.868887,0.816941,-0.513133
1875,15.625000,-0.872690,0.821474,-0.506759
1876,15.633333,-0.875534,0.823296,-0.501814
1877,15.641667,-0.878882,0.827097,-0.497525
1878,15.650000,-0.882119,0.830183,-0.491892
1879,15.658333,-0.885164,0.833179,-0.486380
1880,15.666667,-0.888172,0.836190,-0.481027
1881,15.675000,-0.891107,0.839088,-0.475683
1882,15.683333,-0.893893,0.841931,-0.470334
1883,15.691667,-0.896611,0.844844,-0.464971
1884,15.700000,-0.899409,0.847653,-0.459831
1885,15.708333,-0.901769,0.849764,-0.453422
1886,15.716667,-0.904378,0.853230,-0.449616
1887,15.725000,-0.906763,0.855181,-0.443187
1888,15.733333,-0.909181,0.857703,-0.438320
1889,15.741667,-0.911427,0.860258,-0.433559
1890,15.750000,-0.913871,0.863456,-0.429717
1891,15.758333,-0.916086,0.865753,-0.425017
1892,15.766667,-0.918068,0.868118,-0.420407
1893,15.775000,-0.920119,0.870375,-0.415628
1894,15.783333,-0.921987,0.871733,-0.409993
1895,15.791667,-0.923995,0.874491,-0.406672
1896,15.800000,-0.925741,0.876338,-0.402191
1897,15.808333,-0.927611,0.878132,-0.397828
1898,15.816667,-0.929286,0.879960,-0.393611
1899,15.825000,-0.930792,0.881595,-0.389393
1900,15.833333,-0.932489,0.883088,-0.385193
1901,15.841667,-0.933903,0.884548,-0.381185
1902,15.850000,-0.935248,0.885944,-0.377103
1903,15.858333,-0.936717,0.887195,-0.373174
1904,15.866667,-0.937764,0.887620,-0.368138
1905,15.875000,-0.938947,0.888692,-0.364463
1906,15.883333,-0.940387,0.890350,-0.361737
1907,15.891667,-0.941263,0.890479,-0.357255
1908,15.900000,-0.942400,0.891342,-0.353692
1909,15.908333,-0.943500,0.892772,-0.351340
1910,15.916667,-0.944512,0.893521,-0.347839
1911,15.925000,-0.945204,0.893470,-0.343492
1912,15.933333,-0.946340,0.894756,-0.341517
1913,15.941667,-0.947136,0.895232,-0.338256
1914,15.950000,-0.947598,0.895071,-0.334236
1915,15.958333,-0.948477,0.896221,-0.332354
1916,15.966667,-0.949118,0.896839,-0.329306
1917,15.975000,-0.949763,0.897237,-0.326615
1918,15.983333,-0.950363,0.897680,-0.323851
1919,15.991667,-0.950832,0.898207,-0.321232
1920,16.000000,-0.951235,0.898649,-0.318961
1921,16.008333,-0.951603,0.899255,-0.316387
1922,16.016667,-0.951943,0.899773,-0.314104
1923,16.025000,-0.952283,0.900325,-0.311804
1924,16.033333,-0.952361,0.900156,-0.308549
1925,16.041667,-0.952835,0.901495,-0.307530
1926,16.050000,-0.953128,0.902125,-0.305466
1927,16.058333,-0.952924,0.902075,-0.302442
1928,16.066667,-0.953297,0.903432,-0.301753
1929,16.075000,-0.953434,0.904172,-0.299920
1930,16.083333,-0.953472,0.904856,-0.298266
1931,16.091667,-0.953552,0.905594,-0.296591
1932,16.100000,-0.953285,0.905586,-0.293991
1933,16.108333,-0.953582,0.906973,-0.293551
1934,16.116667,-0.953558,0.907836,-0.292111
1935,16.125000,-0.953511,0.908553,-0.290832
1936,16.133333,-0.953501,0.909164,-0.289564
1937,16.141667,-0.953199,0.909241,-0.287412
1938,16.150000,-0.952993,0.909968,-0.286424
1939,16.158333,-0.953061,0.911392,-0.286120
1940,16.166667,-0.952983,0.912013,-0.285105
1941,16.175000,-0.952845,0.912639,-0.284126
1942,16.183333,-0.952753,0.913089,-0.283286
1943,16.191667,-0.952518,0.913628,-0.282339
1944,16.200000,-0.952107,0.913435,-0.280530
1945,16.208333,-0.951924,0.913859,-0.279787
1946,16.216667,-0.951709,0.914347,-0.279041
1947,16.225000,-0.951844,0.915377,-0.279461
1948,16.233333,-0.951574,0.915717,-0.278906
1949,16.241667,-0.951303,0.915979,-0.278376
1950,16.250000,-0.951040,0.916244,-0.277757
1951,16.258333,-0.950887,0.916392,-0.277128
1952,16.266667,-0.950779,0.916526,-0.276717
1953,16.275000,-0.950531,0.916665,-0.276385
1954,16.283333,-0.950088,0.915982,-0.275086
1955,16.291667,-0.949902,0.916002,-0.274640
1956,16.300000,-0.949584,0.915448,-0.273783
1957,16.308333,-0.949490,0.915994,-0.273891
1958,16.316667,-0.949377,0.915897,-0.273683
1959,16.325000,-0.949435,0.916620,-0.274362
1960,16.333333,-0.949296,0.916447,-0.274142
1961,16.341667,-0.949114,0.916336,-0.273988
1962,16.350000,-0.948935,0.916171,-0.273804
1963,16.358333,-0.948900,0.915956,-0.273679
1964,16.366667,-0.948813,0.915853,-0.273576
1965,16.375000,-0.948771,0.915705,-0.273505
1966,16.383333,-0.948726,0.915546,-0.273485
1967,16.391667,-0.948657,0.915488,-0.273458
1968,16.400000,-0.948599,0.915363,-0.273460
1969,16.408333,-0.948577,0.915279,-0.273480
1970,16.416667,-0.948561,0.915211,-0.273472
1971,16.425000,-0.948278,0.914465,-0.272470
1972,16.433333,-0.948583,0.915088,-0.273483
1973,16.441667,-0.948600,0.915086,-0.273520
1974,16.450000,-0.948624,0.915108,-0.273597
1975,16.458333,-0.948694,0.915118,-0.273682
1976,16.466667,-0.948786,0.915144,-0.273771
1977,16.475000,-0.948867,0.915203,-0.273846
1978,16.483333,-0.949008,0.915241,-0.273932
1979,16.491667,-0.949166,0.915293,-0.274120
1980,16.500000,-0.949294,0.915395,-0.274285
1981,16.508333,-0.949476,0.915486,-0.274494
1982,16.516667,-0.949681,0.915570,-0.274785
1983,16.525000,-0.949869,0.915677,-0.274936
1984,16.533333,-0.950038,0.915838,-0.275084
1985,16.541667,-0.950308,0.915941,-0.275349
1986,16.550000,-0.950497,0.916077,-0.275571
1987,16.558333,-0.950719,0.916150,-0.275770
1988,16.566667,-0.951039,0.916223,-0.275904
1989,16.575000,-0.951065,0.915522,-0.275162
1990,16.583333,-0.951344,0.915569,-0.275363
1991,16.591667,-0.951637,0.915677,-0.275679
1992,16.600000,-0.952031,0.915666,-0.276046
1993,16.608333,-0.952335,0.915669,-0.276295
1994,16.616667,-0.952802,0.916385,-0.277559
1995,16.625000,-0.953100,0.916337,-0.277822
1996,16.633333,-0.953395,0.916244,-0.278135
1997,16.641667,-0.953753,0.916167,-0.278338
1998,16.650000,-0.954216,0.916059,-0.278611
1999,16.658333,-0.954643,0.915940,-0.278992
2000,16.666667,-0.954973,0.915912,-0.279277
2001,16.675000,-0.955350,0.915794,-0.279595
2002,16.683333,-0.955883,0.915582,-0.279807
2003,16.691667,-0.956217,0.915459,-0.280142
2004,16.700000,-0.956608,0.915304,-0.280468
2005,16.708333,-0.956950,0.915219,-0.280761
2006,16.716667,-0.957368,0.915070,-0.281006
2007,16.725000,-0.957789,0.914916,-0.281255
2008,16.733333,-0.958263,0.914713,-0.281595
2009,16.741667,-0.958746,0.914559,-0.281982
2010,16.750000,-0.959170,0.914476,-0.282224
2011,16.758333,-0.959414,0.913724,-0.281317
2012,16.766667,-0.960080,0.914306,-0.282721
2013,16.775000,-0.960552,0.914119,-0.283051
2014,16.783333,-0.960963,0.913964,-0.283279
2015,16.791667,-0.961383,0.913870,-0.283572
2016,16.800000,-0.961842,0.913805,-0.283749
2017,16.808333,-0.962392,0.913705,-0.283997
2018,16.816667,-0.962838,0.913654,-0.284241
2019,16.825000,-0.963373,0.913630,-0.284378
2020,16.833333,-0.963837,0.913539,-0.284670
2021,16.841667,-0.964362,0.913519,-0.284981
2022,16.850000,-0.964842,0.913518,-0.285208
2023,16.858333,-0.965307,0.913569,-0.285443
2024,16.866667,-0.965753,0.913643,-0.285691
2025,16.875000,-0.966348,0.913658,-0.285866
2026,16.883333,-0.966859,0.913754,-0.286158
2027,16.891667,-0.967311,0.913853,-0.286342
2028,16.900000,-0.967739,0.913960,-0.286593
2029,16.908333,-0.967932,0.913372,-0.285596
2030,16.916667,-0.968694,0.914237,-0.286874
2031,16.925000,-0.969196,0.914382,-0.287023
2032,16.933333,-0.969405,0.913884,-0.286154
2033,16.941667,-0.969788,0.913947,-0.286375
2034,16.950000,-0.970520,0.914884,-0.287697
2035,16.958333,-0.970965,0.915061,-0.287860
2036,16.966667,-0.971373,0.915179,-0.288007
2037,16.975000,-0.971790,0.915429,-0.288153
2038,16.983333,-0.972244,0.915550,-0.288294
2039,16.991667,-0.972741,0.915680,-0.288581
2040,17.000000,-0.973137,0.915820,-0.288725
2041,17.008333,-0.973521,0.915941,-0.288893
2042,17.016667,-0.973932,0.916037,-0.289012
2043,17.025000,-0.974262,0.916140,-0.289088
2044,17.033333,-0.974673,0.916239,-0.289122
2045,17.041667,-0.975006,0.916297,-0.289195
2046,17.050000,-0.975330,0.916338,-0.289272
2047,17.058333,-0.975665,0.916334,-0.289348
2048,17.066667,-0.976015,0.916277,-0.289423
2049,17.075000,-0.976080,0.915530,-0.288399
2050,17.083333,-0.976702,0.916142,-0.289629
2051,17.091667,-0.977087,0.916039,-0.289610
2052,17.100000,-0.977346,0.915843,-0.289719
2053,17.108333,-0.977558,0.915659,-0.289763
2054,17.116667,-0.977592,0.914778,-0.288911
2055,17.125000,-0.978000,0.915290,-0.289850
2056,17.133333,-0.978208,0.915074,-0.289809
2057,17.141667,-0.978442,0.914862,-0.289807
2058,17.150000,-0.978626,0.914668,-0.289857
2059,17.158333,-0.978828,0.914395,-0.289870
2060,17.166667,-0.978824,0.913281,-0.288716
2061,17.175000,-0.979265,0.913742,-0.289848
2062,17.183333,-0.979224,0.912629,-0.288739
2063,17.191667,-0.979725,0.913262,-0.289747
2064,17.200000,-0.979658,0.912197,-0.288762
2065,17.208333,-0.980014,0.912763,-0.289785
2066,17.216667,-0.980138,0.912504,-0.289799
2067,17.225000,-0.980274,0.912206,-0.289876
2068,17.233333,-0.980397,0.911974,-0.289849
2069,17.241667,-0.980526,0.911779,-0.289838
2070,17.250000,-0.980644,0.911577,-0.289755
2071,17.258333,-0.980747,0.911435,-0.289698
2072,17.266667,-0.980811,0.911312,-0.289695
2073,17.275000,-0.980876,0.911263,-0.289624
2074,17.283333,-0.980900,0.911241,-0.289626
2075,17.291667,-0.980970,0.911205,-0.289641
2076,17.300000,-0.981022,0.911234,-0.289587
2077,17.308333,-0.981085,0.911254,-0.289578
2078,17.316667,-0.981116,0.911299,-0.289571
2079,17.325000,-0.981140,0.911399,-0.289550
2080,17.333333,-0.981172,0.911536,-0.289592
2081,17.341667,-0.981224,0.911662,-0.289592
2082,17.350000,-0.981231,0.911838,-0.289649
2083,17.358333,-0.981269,0.912036,-0.289618
2084,17.366667,-0.981269,0.912227,-0.289612
2085,17.375000,-0.981292,0.912501,-0.289652
2086,17.383333,-0.980784,0.911444,-0.287768
2087,17.391667,-0.980764,0.911599,-0.287740
2088,17.400000,-0.981275,0.913217,-0.289551
2089,17.408333,-0.981235,0.913396,-0.289561
2090,17.416667,-0.981199,0.913609,-0.289586
2091,17.425000,-0.981169,0.913818,-0.289655
2092,17.433333,-0.981165,0.914002,-0.289682
2093,17.441667,-0.981145,0.914191,-0.289700
2094,17.450000,-0.981085,0.914391,-0.289756
2095,17.458333,-0.981054,0.914673,-0.289780
2096,17.466667,-0.981020,0.914883,-0.289877
2097,17.475000,-0.980825,0.914424,-0.288678
2098,17.483333,-0.980801,0.914524,-0.288726
2099,17.491667,-0.980733,0.914674,-0.288738
2100,17.500000,-0.980678,0.914755,-0.288815
2101,17.508333,-0.980845,0.915586,-0.290072
2102,17.516667,-0.980481,0.914863,-0.289023
2103,17.525000,-0.980359,0.914968,-0.289080
2104,17.533333,-0.980267,0.914989,-0.289195
2105,17.541667,-0.980158,0.915036,-0.289239
2106,17.550000,-0.980114,0.915019,-0.289310
2107,17.558333,-0.980010,0.915034,-0.289429
2108,17.566667,-0.979951,0.915006,-0.289592
2109,17.575000,-0.979887,0.914964,-0.289641
2110,17.583333,-0.979812,0.914873,-0.289745
2111,17.591667,-0.979671,0.914822,-0.289900
2112,17.600000,-0.979841,0.915463,-0.291215
2113,17.608333,-0.979512,0.914619,-0.290200
2114,17.616667,-0.979569,0.915196,-0.291429
2115,17.625000,-0.979445,0.915079,-0.291541
2116,17.633333,-0.979301,0.914862,-0.291779
2117,17.641667,-0.979203,0.914644,-0.291891
2118,17.650000,-0.979102,0.914425,-0.291957
2119,17.658333,-0.978994,0.914198,-0.292143
2120,17.666667,-0.978426,0.912595,-0.290633
2121,17.675000,-0.978716,0.913653,-0.292451
2122,17.683333,-0.978593,0.913316,-0.292640
2123,17.691667,-0.978467,0.912977,-0.292831
2124,17.700000,-0.978462,0.912509,-0.292939
2125,17.708333,-0.978263,0.912151,-0.293091
2126,17.716667,-0.978103,0.911831,-0.293262
2127,17.725000,-0.977723,0.910626,-0.292451
2128,17.733333,-0.977856,0.910950,-0.293635
2129,17.741667,-0.977655,0.910415,-0.293908
2130,17.750000,-0.977531,0.909914,-0.294047
2131,17.758333,-0.977437,0.909346,-0.294149
2132,17.766667,-0.977271,0.908740,-0.294346
2133,17.775000,-0.977142,0.908099,-0.294576
2134,17.783333,-0.977060,0.907495,-0.294756
2135,17.791667,-0.976976,0.906774,-0.294876
2136,17.800000,-0.976654,0.905200,-0.294118
2137,17.808333,-0.976708,0.905266,-0.295441
2138,17.816667,-0.976588,0.904505,-0.295688
2139,17.825000,-0.976451,0.903696,-0.295760
2140,17.833333,-0.976254,0.902791,-0.296014
2141,17.841667,-0.976137,0.901963,-0.296186
2142,17.850000,-0.976006,0.901092,-0.296306
2143,17.858333,-0.975802,0.899970,-0.296685
2144,17.866667,-0.975684,0.899125,-0.296888
2145,17.875000,-0.975596,0.898013,-0.297012
2146,17.883333,-0.975391,0.896967,-0.297279
2147,17.891667,-0.975306,0.895920,-0.297468
2148,17.900000,-0.975162,0.894711,-0.297582
2149,17.908333,-0.974943,0.893600,-0.297986
2150,17.916667,-0.974857,0.892312,-0.298085
2151,17.925000,-0.974707,0.891089,-0.298373
2152,17.933333,-0.974615,0.889762,-0.298580
2153,17.941667,-0.974487,0.888446,-0.298756
2154,17.950000,-0.974330,0.887010,-0.299009
2155,17.958333,-0.974141,0.885589,-0.299272
2156,17.966667,-0.974003,0.884060,-0.299359
2157,17.975000,-0.973739,0.882603,-0.299667
2158,17.983333,-0.973581,0.880879,-0.299773
2159,17.991667,-0.973389,0.879375,-0.300093
2160,18.000000,-0.973204,0.877655,-0.300303
2161,18.008333,-0.973027,0.875885,-0.300444
2162,18.016667,-0.972884,0.874152,-0.300741
2163,18.025000,-0.972674,0.872214,-0.300810
2164,18.033333,-0.972489,0.870345,-0.301093
2165,18.041667,-0.972351,0.868460,-0.301355
2166,18.050000,-0.972132,0.866502,-0.301577
2167,18.058333,-0.972017,0.864407,-0.301720
2168,18.066667,-0.971791,0.862339,-0.301907
2169,18.075000,-0.971477,0.860231,-0.302191
2170,18.083333,-0.971319,0.858059,-0.302360
2171,18.091667,-0.971093,0.855867,-0.302573
2172,18.100000,-0.970908,0.853652,-0.302788
2173,18.108333,-0.970759,0.851281,-0.302898
2174,18.116667,-0.970453,0.848966,-0.303145
2175,18.125000,-0.970308,0.846641,-0.303293
2176,18.133333,-0.970098,0.844200,-0.303542
2177,18.141667,-0.969889,0.841704,-0.303870
2178,18.150000,-0.969690,0.839235,-0.303994
2179,18.158333,-0.969554,0.836760,-0.304162
2180,18.166667,-0.969380,0.834194,-0.304418
2181,18.175000,-0.969146,0.831599,-0.304524
2182,18.183333,-0.969019,0.828946,-0.304733
2183,18.191667,-0.968854,0.826182,-0.304939
2184,18.200000,-0.968580,0.823444,-0.305221
2185,18.208333,-0.968432,0.820670,-0.305392
2186,18.216667,-0.968195,0.817848,-0.305565
2187,18.225000,-0.968047,0.814875,-0.305753
2188,18.233333,-0.967790,0.811886,-0.305937
2189,18.241667,-0.967645,0.808840,-0.306076
2190,18.250000,-0.967456,0.805682,-0.306187
2191,18.258333,-0.967210,0.802550,-0.306400
2192,18.266667,-0.967055,0.799253,-0.306658
2193,18.275000,-0.966887,0.795934,-0.306767
2194,18.283333,-0.966801,0.792485,-0.306955
2195,18.291667,-0.966618,0.789088,-0.307182
2196,18.300000,-0.966510,0.785584,-0.307463
2197,18.308333,-0.966399,0.781962,-0.307545
2198,18.316667,-0.966106,0.778261,-0.307786
2199,18.325000,-0.965969,0.774561,-0.308004
2200,18.333333,-0.965741,0.770762,-0.308066
2201,18.341667,-0.965664,0.766822,-0.308239
2202,18.350000,-0.965442,0.762754,-0.308389
2203,18.358333,-0.965361,0.758779,-0.308566
2204,18.366667,-0.965274,0.754540,-0.308706
2205,18.375000,-0.965060,0.750416,-0.309014
2206,18.383333,-0.964968,0.745974,-0.309146
2207,18.391667,-0.964782,0.741645,-0.309239
2208,18.400000,-0.964635,0.737132,-0.309451
2209,18.408333,-0.964927,0.733040,-0.308290
2210,18.416667,-0.964311,0.727850,-0.309737
2211,18.425000,-0.964591,0.723742,-0.308632
2212,18.433333,-0.964494,0.718933,-0.308768
2213,18.441667,-0.964380,0.714044,-0.308948
2214,18.450000,-0.964362,0.709231,-0.309049
2215,18.458333,-0.964115,0.704381,-0.309210
2216,18.466667,-0.964027,0.699408,-0.309402
2217,18.475000,-0.963965,0.694410,-0.309540
2218,18.483333,-0.963894,0.689326,-0.309632
2219,18.491667,-0.963780,0.684243,-0.309795
2220,18.500000,-0.963623,0.679291,-0.310020
2221,18.508333,-0.963501,0.674213,-0.310111
2222,18.516667,-0.963392,0.669072,-0.310282
2223,18.525000,-0.963363,0.664011,-0.310410
2224,18.533333,-0.963302,0.658786,-0.310573
2225,18.541667,-0.962880,0.652746,-0.311493
2226,18.550000,-0.963169,0.648535,-0.310779
2227,18.558333,-0.962828,0.643417,-0.310974
2228,18.566667,-0.962431,0.637695,-0.312211
2229,18.575000,-0.962768,0.633036,-0.311130
2230,18.583333,-0.962244,0.627300,-0.312393
2231,18.591667,-0.962268,0.622012,-0.312480
2232,18.600000,-0.962180,0.616730,-0.312716
2233,18.608333,-0.962067,0.611587,-0.312750
2234,18.616667,-0.962081,0.606034,-0.312492
2235,18.625000,-0.961889,0.601066,-0.313155
2236,18.633333,-0.961762,0.595846,-0.313293
2237,18.641667,-0.961694,0.590519,-0.313347
2238,18.650000,-0.961610,0.585122,-0.313457
2239,18.658333,-0.961459,0.579736,-0.313630
2240,18.666667,-0.961352,0.574546,-0.313468
2241,18.675000,-0.961178,0.569134,-0.313596
2242,18.683333,-0.961052,0.563661,-0.313752
2243,18.691667,-0.961001,0.558370,-0.313824
2244,18.700000,-0.960951,0.552913,-0.313848
2245,18.708333,-0.960887,0.547409,-0.313962
2246,18.716667,-0.960692,0.541921,-0.314126
2247,18.725000,-0.960659,0.536530,-0.314140
2248,18.733333,-0.960543,0.530996,-0.314235
2249,18.741667,-0.960291,0.525450,-0.314485
2250,18.750000,-0.960181,0.519899,-0.314571
2251,18.758333,-0.959910,0.514431,-0.314423
2252,18.766667,-0.959669,0.508808,-0.314491
